Id;X;Y;Z
0;0.0;1.0;1.618033988749
1;0.0;1.0;-1.618033988749
2;0.0;-1.0;-1.618033988749
3;0.0;-1.0;1.618033988749
4;1.0;1.618033988749;0.0
5;1.0;-1.618033988749;0.0
6;-1.0;-1.618033988749;0.0
7;-1.0;1.618033988749;0.0
8;1.618033988749;0.0;1.0
9;-1.618033988749;0.0;1.0
10;-1.618033988749;0.0;-1.0
11;1.618033988749;0.0;-1.0
